Job_Title,Job Title Full,Job Position Level,Years of Experience,Job_Skills,Job Location,Company Industry,Company Size
software engineer,software engineer (python,mid-senior level,7,"['git', 'amazon web services', 'javascript', 'docker', 'python', 'no-sql']","dallas, tx3",nan,
data analyst,senior data analyst,associate,3,"['looker', 'bigquery', 'python', 'r']","sacramento, ca1",nan,
software engineer,software engineer,mid-senior level,8,"['mysql', 'devops', 'agile', 'java', 'no-sql', 'frontend', 'mongodb', 'programming', 'ruby', 'backend', 'python', 'postgresql']",greater chicago area,management consulting,51-200 employees
software engineer,software engineer,mid-senior level,7,"['scala', 'git', 'java', 'node.js', 'go', 'javascript', 'programming', 'ruby', 'jquery', 'backend', 'python']","new york, ny23",nan,
software engineer,software engineer,associate,5,[],"melbourne, fl14",nan,
data engineer,healthcare data engineer,mid-senior level,5,"['powerbi', 'powerbi', 'sql', 'etl']",united states143,nan,
user experience researcher,senior user experience researcher,mid-senior level,2,[],"st louis, mo",nan,
financial planning analyst,financial planning analyst,mid-senior level,4,"['microsoft', 'sql', 'excel', 'tableau']","nebraska, united states",nan,
software engineer,support software engineer,mid-senior level,3,"['redis', 'postgresql', 'amazon web services', 'saas', 'ruby']","tucson, az",nan,
software engineer,senior software engineer,associate,3,"['sap', 'ibm']","georgia, united states",nan,
software engineer,senior software engineer,mid-senior level,7,"['postgresql', 'artificial intelligence', 'backend', 'css', 'frontend', 'nlp', 'coding', 'html', 'cloud computing', 'mongodb', 'python']","memphis, tn",nan,
financial analyst,"senior financial analyst, strategic finance",mid-senior level,8,"['saas', 'sql', 'slack', 'github']",united states7,nan,
developer,swift developer,mid-senior level,7,[],"tyler, tx",nan,
data infrastructure engineer,"senior associate, cybersecurity, data infrastructure engineer",associate,2,"['powershell', 'go', 'bash', 'linux', 'linux', 'ruby', 'python']","indiana, united states",nan,
software development engineer,senior software development engineer in test,associate,4,"['python', 'programming', 'javascript']","portland, or6",nan,
software engineer,frontend software engineer,entry level,1,"['apache http server', 'frontend', 'agile']","san diego, ca18",nan,
software engineer,"software engineer, node",associate,3,"['jira software', 'git', 'agile', 'node.js', 'saas', 'database']","irvine, ca",internet,201-500 employees
data scientist,"data scientist, product analytics",entry level,3,"['looker', 'powerbi', 'sql', 'nlp', 'machine learning', 'tableau']","san francisco, ca17",nan,
machine learning engineer,machine learning engineer,mid-senior level,6,"['tensorflow', 'scala', 'python', 'machine learning', 'machine learning', 'spark', 'keras']","new york, ny43",nan,
software engineer,"cloud security software engineer, threat detection",entry level,4,"['iaas', 'microsoft azure', 'amazon web services', 'go', 'saas', 'linux', 'cloud computing', 'google cloud platform', 'python']","washington, dc1",nan,
data engineer,data engineer,mid-senior level,3,"['no-sql', 'mysql', 'warehousing', 'amazon web services', 'pandas', 'sql', 'numpy', 'programming', 'database', 'snowflake', 'python', 'amazon redshift', 'etl']","bloomington, in",nan,
software engineer,software engineer iii,associate,5,"['agile', 'css', 'asp.net', 'sql', 'html', 'javascript', 'scrum', 'server', 'cloud computing', 'coding']",united states1,nan,
software engineer,remote software engineer,mid-senior level,3,"['git', 'java', 'linux', 'ruby', 'python']","grand rapids, mi2",nan,
software engineer,"staff software engineer, data infrastructure",associate,5,"['scala', 'java', 'amazon web services', 'sql', 'nlp', 'machine learning', 'spark', 'python', 'etl']",united states5,nan,
software engineer,"software engineer, machine learning",associate,5,"['tensorflow', 'datalake', 'machine learning', 'machine learning', 'spark', 'cloud computing', 'ai/ml', 'python', 'r']","san diego, ca32",nan,
data scientist,data scientist: data governance,mid-senior level,4,"['sql', 'python']",united states85,nan,
data engineer,senior data engineer,mid-senior level,6,"['cloud computing', 'microsoft azure', 'amazon web services']","miramar, fl",nan,
software development engineer,senior software development engineer,mid-senior level,6,"['iaas', 'agile', 'java', 'paas', 'iot', 'sql', 'saas', 'machine learning', 'programming', 'spark', 'cloud computing', 'database', 'devops', 'python', 'ci-cd', 'graphql']","boston, ma1",nan,
data architect,data architect,mid-senior level,3,"['devops', 'jira software', 'agile', 'git', 'powerbi', 'amazon web services', 'apache airflow', 'sql', 'apache http server', 'programming', 'spark', 'cloud computing', 'mongodb', 'python', 'ci-cd', 'no-sql']","memphis, tn",nan,
software engineer,security software engineer,mid-senior level,6,"['php', 'amazon web services', 'saas', 'cloud computing', 'devops', 'python']",charlotte metro5,nan,
software engineer,senior software engineer,mid-senior level,6,"['twilio', 'devops', 'agile', 'java', 'amazon web services', 'javascript', 'saas', 'linux', 'programming', 'rust', 'cloud computing', 'docker', 'ci-cd']",united states4,nan,
data scientist,inference data scientist,associate,3,"['sql', 'python', 'r']","orlando, fl9",nan,
software engineer,backend software engineer,mid-senior level,7,"['iaas', 'jira software', 'scala', 'paas', 'java', 'amazon web services', 'bitbucket', 'microsoft azure', 'javascript', 'saas', 'programming', 'cloud computing', 'database', 'backend', 'google cloud platform', 'python', 'graphql']",united states8,nan,
data warehouse engineer,senior data warehouse engineer,mid-senior level,5,"['microsoft azure', 'microstrategy', 'java', 'linux', 'sql', 'go', 'linux', 'programming', 'snowflake', 'python', 'etl']",united states5,nan,
software engineer,software engineer,entry level,0,['postgresql'],"new york, ny2",nan,
data engineer,data engineer,entry level,2,"['amazon web services', 'apache airflow', 'pyspark', 'python']",united states3,nan,
data engineer,"senior big data engineer, labs",associate,4,"['postgresql', 'microsoft azure', 'sql', 'linux', 'programming', 'python', 'r', 'etl']",united states14,nan,
developer,swift developer,mid-senior level,5,[],"everett, wa",nan,
software engineer,ui software engineer,mid-senior level,11,['javascript'],united states38,nan,
data scientist,data scientist,mid-senior level,5,[],"lanham, md3",nan,
software engineer,senior software engineer,mid-senior level,4,"['amazon web services', 'mongodb', 'node.js', 'python']","salt lake city, ut",nan,
software engineer,senior software engineer,associate,2,"['microsoft azure', 'sql', 'javascript', 'server', 'machine learning', 'microsoft', 'python', 'postgresql']","oklahoma city, ok",nan,
data engineer,data engineer,entry level,3,"['gdpr', 'warehousing', 'microsoft azure', 'ssis', 'oracle', 'amazon web services', 'apache airflow', 'sql', 'python', 'apache http server', 'spreadsheet', 'server', 'microsoft', 'snowflake', 'word', 'amazon redshift', 'etl']",united states30,nan,
data analyst,senior marketing data analyst,mid-senior level,5,"['artificial intelligence', 'sql', 'machine learning', 'programming', 'tableau', 'python', 'r']","california, united states2",nan,
developer,swift developer,mid-senior level,10,[],"orem, ut",nan,
software engineer,principal software engineer,associate,3,"['node.js', 'javascript', 'saas', 'html', 'css']","bellevue, wa5",nan,
software engineer,"software engineer, cloud platform",mid-senior level,6,"['scala', 'java', 'go', 'kotlin', 'programming', 'cloud computing', 'python']","austin, tx1",nan,
software engineer,"software engineer, professional services",mid-senior level,9,"['java', 'linux', 'go', 'javascript', 'programming', 'python']","tucson, az1",nan,
business analyst,business analyst,mid-senior level,8,['excel'],"illinois, united states6",nan,
software engineer,experienced software engineer,mid-senior level,7,['backend'],united states3,nan,
data engineer,senior data engineer,mid-senior level,7,"['mysql', 'jira software', 'sql', 'go', 'saas', 'backend', 'backend']","austin, tx3",nan,
marketing analyst,"staff data marketing analyst, enterprise analytics, jll technologies",entry level,2,"['powerbi', 'warehousing', 'powerpoint', 'tableau', 'microsoft azure', 'powerbi', 'cognos', 'sql', 'sas', 'alteryx', 'programming', 'spark', 'excel', 'microsoft', 'python', 'r']","houston, tx",nan,
data analyst,vulnerability data analyst,mid-senior level,5,"['mysql', 'looker', 'xml', 'excel', 'powerbi', 'node.js', 'go', 'mssql', 'json', 'tableau', 'mongodb', 'microsoft', 'python', 'postgresql']",united states31,nan,
software development engineer,associate software development engineer in test,entry level,2,"['redis', 'agile', 'java', 'amazon web services', 'sql', 'kotlin', 'saas', 'kanban', 'scrum', 'machine learning', 'programming', 'machine learning', 'cloud computing', 'coding', 'postgresql']","minneapolis, mn2",nan,
operations analyst,senior procurement operations analyst,mid-senior level,6,"['saas', 'gitlab', 'devops']","santa barbara, ca",information technology & services,"1,001-5,000 employees"
software engineer,software engineer,associate,4,"['nodejs', 'no-sql', 'looker', 'go', 'c++', 'server', 'programming', 'tableau', 'mongodb', 'python', 'ci-cd', 'graphql']",united states3,nan,
software engineer,lead software engineer,director,8,"['cloud computing', 'saas', 'c++']",united states2,nan,
developer,swift developer,mid-senior level,7,[],"garland, tx",nan,
data engineer,senior data engineer,mid-senior level,11,"['cloud computing', 'microsoft azure', 'amazon web services']","washington, dc",nan,
software engineer,senior fullstack software engineer,associate,3,"['java', 'amazon web services', 'node.js', 'javascript', 'cloud computing', 'database', 'coding', 'no-sql']","atlanta, ga",nan,
software engineer,"senior software engineer, platform",mid-senior level,7,"['devops', 'amazon web services', 'go', 'linux', 'programming', 'cloud computing', 'docker', 'python']","chicago, il",nan,
software engineer,senior software engineer,associate,5,"['redis', 'postgresql', 'datadog', 'go', 'saas', 'docker', 'python', 'graphql']","minnesota, united states",nan,
software engineer,"software engineer, production support",mid-senior level,6,"['css', 'amazon web services', 'html', 'node.js']",united states9,nan,
ux researcher,ux researcher,mid-senior level,4,['excel'],"santa clara, ca",nan,
software engineer,senior software engineer,mid-senior level,10,"['java', 'backend', 'server', 'programming']",united states,staffing & recruiting,11-50 employees
developer,siebel developer,associate,6,"['xml', 'agile', 'visual basic', 'sql', 'jquery', 'javascript', 'coding', 'server', 'pl/sql', 'programming', 'css', 'database', 'html', 'microsoft']",knoxville metropolitan area2,nan,
data engineer,senior data engineer,mid-senior level,5,"['cloud computing', 'microsoft azure', 'amazon web services']","west jordan, ut",nan,
data scientist,principal data scientist,entry level,1,"['tensorflow', 'pytorch', 'sql', 'machine learning', 'bigquery', 'database']","san francisco, ca2",nan,
database engineer,redshift dba/database engineer,mid-senior level,10,"['agile', 'amazon web services', 'apache airflow', 'cloud computing', 'database', 'python', 'amazon redshift']","atlanta, ga1",nan,
software engineer,full stack software engineer,entry level,3,"['devops', 'amazon web services', 'frontend', 'node.js', 'javascript', 'saas', 'coding', 'cloud computing', 'backend']",united states2,nan,
business analyst,business analyst with connex,associate,4,[],united states11,nan,
software engineer,software engineer,mid-senior level,7,"['agile', 'java', 'amazon web services', 'sql', 'bash', 'pl/sql', 'programming', 'database', 'python', 'postgresql']","seattle, wa29",nan,
business system analyst,senior manager business system analyst,mid-senior level,7,[],"eden prairie, mn",hospital & health care,"10,001+ employees"
software developer,software developers,mid-senior level,6,"['microsoft azure', 'agile', 'amazon web services', 'asp.net', 'sql', 'javascript', 'html', 'cloud computing', 'jquery']","feasterville-trevose, pa12",nan,
data engineer,senior data engineer,mid-senior level,3,"['warehousing', 'pyspark', 'agile', 'amazon web services', 'apache airflow', 'sql', 'hadoop', 'snowflake', 'scrum', 'bash', 'machine learning', 'spark', 'cloud computing', 'database', 'amazon redshift', 'python', 'r', 'etl']","bristol, ct3",nan,
developer,lead camunda/activiti bpm developer,mid-senior level,7,"['microsoft azure', 'agile', 'java', 'amazon web services', 'sql', 'server', 'programming', 'cloud computing', 'devops', 'google cloud platform']","dallas, tx",nan,
data engineer,senior data engineer,mid-senior level,8,"['cloud computing', 'microsoft azure', 'amazon web services']","mountain view, ca",nan,
software engineer,"staff software engineer, test",associate,4,"['xml', 'backend', 'css', 'apache airflow', 'javascript', 'saas', 'json', 'html', 'programming', 'cloud computing', 'database', 'docker', 'graphql']","los angeles, california, united states",nan,
data architect,data architect,mid-senior level,6,"['devops', 'jira software', 'agile', 'git', 'powerbi', 'amazon web services', 'apache airflow', 'sql', 'apache http server', 'programming', 'spark', 'cloud computing', 'mongodb', 'python', 'ci-cd', 'no-sql']","austin, tx1",nan,
data engineer,senior data engineer,mid-senior level,3,"['cloud computing', 'microsoft azure', 'amazon web services']","vancouver, wa",nan,
software engineer,software engineer,mid-senior level,7,"['github', 'agile', 'git', 'c++', 'linux', 'python', 'ci-cd']",united states6,nan,
software engineer,senior software engineer,mid-senior level,5,"['nodejs', 'redis', 'postgresql', 'amazon web services', 'frontend', 'docker', 'vuejs']","el paso, tx1",nan,
software engineer,software engineer,entry level,1,"['agile', 'graphql']","san francisco, ca6",nan,
software engineer,senior software engineer l6,associate,3,"['powershell', 'no-sql', 'agile', 'git', 'java', 'amazon web services', 'go', 'ci-cd', 'c++', 'coding', 'machine learning', 'cloud computing', 'docker', 'python', 'ruby']","denver, co1",nan,
software engineer,senior software engineer,associate,3,"['mysql', 'java', 'amazon web services', 'kotlin', 'json', 'aurora']","san francisco, ca2",nan,
data engineer,senior data engineer,associate,3,"['cloud computing', 'devops']","nevada, united states1",nan,
software engineer,software engineer,associate,3,"['visual basic', 'sql', 'programming', 'no-sql']","dallas, tx15",nan,
software development engineer,"software development engineer, big data",entry level,1,"['warehousing', 'scala', 'python', 'bloomberg', 'machine learning', 'spark', 'database', 'backend', 'word']",united states30,nan,
data scientist,distinguished data scientist,mid-senior level,7,"['machine learning', 'mlops', 'nlp', 'python']","new york, ny",staffing & recruiting,51-200 employees
systems analyst,business systems analyst,associate,2,"['microsoft azure', 'jira software', 'agile', 'paas', 'sql', 'saas', 'programming', 'cloud computing', 'database', 'devops', 'splunk', 'ci-cd']","tukwila, wa1",nan,
software engineer,"software engineer, compute",associate,4,"['microsoft azure', 'amazon web services', 'go', 'server', 'cloud computing', 'docker', 'python']","raleigh, nc1",nan,
analytics manager,sales compensation reporting and analytics manager,mid-senior level,4,"['twilio', 'warehousing', 'sql', 'tableau', 'excel', 'amazon redshift', 'etl']","portland, oregon metropolitan area",nan,
systems analyst,senior systems analyst,associate,4,"['agile', 'amazon web services', 'powerbi', 'microstrategy', 'sql', 'go', 'cloud computing']","baltimore, md",information technology & services,"10,001+ employees"
data engineer,senior data engineer,mid-senior level,7,"['cloud computing', 'microsoft azure', 'amazon web services']","ann arbor, mi",nan,
data scientist,senior data scientist,mid-senior level,3,"['scala', 'java', 'sql', 'c++', 'machine learning', 'machine learning', 'python', 'r']","miami, fl8",nan,
data engineer,senior data engineer,mid-senior level,3,"['keras', 'tensorflow', 'scala', 'agile', 'java', 'amazon web services', 'postgresql', 'sql', 'hadoop', 'machine learning', 'machine learning', 'spark', 'python']","dallas, tx9",nan,
data scientist,data scientist,mid-senior level,4,[],"davie, fl1",nan,
marketing analyst,tv marketing analyst,associate,3,"['artificial intelligence', 'powerbi', 'excel', 'tableau']","austin, tx1",nan,
software engineer,senior software engineer,associate,3,"['no-sql', 'postgresql', 'agile', 'amazon web services', 'sql', 'coding', 'programming', 'spark', 'cloud computing', 'database', 'mongodb', 'snowflake', 'amazon redshift']",united states2,nan,
data engineer,senior data engineer,mid-senior level,7,"['cloud computing', 'microsoft azure', 'amazon web services']","mcallen, tx",nan,
software engineer,senior software engineer,associate,4,"['microsoft azure', 'amazon web services', 'go', 'c++', 'saas', 'bash', 'rust', 'cloud computing', 'microsoft', 'ci-cd']","minneapolis, mn",nan,
developer,swift developer,mid-senior level,9,[],"madison, wi",nan,
full stack engineer,full stack engineer,mid-senior level,9,"['amazon web services', 'backend', 'machine learning', 'nodejs']","los angeles, ca",nan,
software engineer,"principal software engineer, productivity",mid-senior level,3,"['devops', 'git', 'go', 'ci-cd', 'saas', 'programming', 'cloud computing', 'docker', 'python', 'r']","charlotte, nc",nan,
product analyst,senior product analyst,mid-senior level,8,"['agile', 'powerbi', 'sql', 'gitlab', 'ruby', 'devops']","portland, or1",nan,
software engineer,senior software engineer,mid-senior level,4,"['docker', 'agile', 'backend', 'javascript', 'devops']",united states4,nan,
data engineer,senior data engineer,mid-senior level,5,"['cloud computing', 'microsoft azure', 'amazon web services']","escondido, ca",nan,
software engineer,remote- senior software engineer,mid-senior level,6,"['amazon web services', 'sql', 'apache http server', 'machine learning', 'python', 'java', 'artificial intelligence', 'nlp', 'pl/sql', 'cloud computing', 'microsoft azure', 'spark', 'coding', 'backend', 'etl', 'warehousing', 'agile', 'oracle', 'json', 'data_lakes', 'database']",united states21,nan,
software engineer,software engineer,associate,3,"['coding', 'machine learning', 'python', 'c++']",united states56,nan,
software engineer,senior ruby on rails software engineer,mid-senior level,5,"['postgresql', 'redis', 'agile', 'javascript', 'saas', 'scrum', 'server', 'programming', 'cloud computing', 'ruby', 'graphql']","maine, united states",nan,
developer,swift developer,mid-senior level,3,[],"santa maria, ca",nan,
analytics engineer,"senior analytics engineer, product",mid-senior level,5,"['agile', 'sql', 'snowflake', 'gitlab', 'cloud computing', 'database', 'devops', 'dataops']","spokane, wa1",nan,
software engineer,software engineer in test,mid-senior level,4,"['java', 'javascript', 'scrum', 'ruby', 'ci-cd']",raleigh-durham-chapel hill area,information technology & services,"1,001-5,000 employees"
data scientist,data scientist,mid-senior level,11,"['artificial intelligence', 'nlp', 'machine learning', 'cloud computing', 'python']",united states73,nan,
ux researcher,ux researcher,mid-senior level,7,['excel'],"new haven, ct",nan,
data engineer,senior data engineer,mid-senior level,3,"['cloud computing', 'microsoft azure', 'amazon web services']","wilmington, de",nan,
data analyst,senior marketing data analyst,mid-senior level,6,"['amazon web services', 'powerbi', 'sql', 'machine learning', 'qlik', 'tableau', 'database', 'amazon redshift', 'python', 'r', 'etl']",los angeles metropolitan area4,nan,
marketing analyst,senior marketing analyst,associate,4,"['looker', 'sql', 'tableau']","dallas, tx2",nan,
data engineer,senior data engineer,mid-senior level,4,"['cloud computing', 'microsoft azure', 'amazon web services']","college station, tx",nan,
software engineer,software engineer ii,entry level,2,"['agile', 'java', 'sql', 'javascript', 'json', 'html', 'css', 'database', 'ajax']","tempe, az27",nan,
software engineer,software engineer,mid-senior level,6,"['devops', 'microsoft azure', 'agile', 'amazon web services', 'artificial intelligence', 'css', 'node.js', 'javascript', 'html', 'programming', 'cloud computing', 'database', 'mongodb']","columbus, ohio metropolitan area1",nan,
data analyst,"intern, data analyst",entry level,3,"['powerbi', 'excel', 'tableau']","san francisco, ca5",nan,
business analyst,pbm business analyst,mid-senior level,5,"['scrum', 'agile']",greater boston33,nan,
software engineer,software engineer,associate,2,"['powerpoint', 'agile', 'java', 'sql', 'microsoft visio', 'server', 'cloud computing', 'database', 'excel', 'google cloud platform', 'word']","west virginia, united states1",nan,
software engineer,principal software engineer,associate,6,"['agile', 'git', 'java', 'sql', 'c++', 'javascript', 'kanban', 'coding', 'scrum', 'programming', 'cloud computing', 'database', 'devops', 'python', 'ci-cd']","greenville, sc",nan,
software developer,software developer  with security clearance,entry level,1,"['nodejs', 'php', 'agile', 'java', 'asp.net', 'javascript', 'linux', 'html', 'programming', 'cloud computing', 'jquery', 'vuejs', 'python', 'ruby']","chantilly, va1",nan,
software engineer,senior software engineer,mid-senior level,0,"['php', 'agile', 'amazon web services', 'go', 'cloud computing', 'docker', 'google cloud platform', 'python', 'ruby']","boise, id1",nan,
software developer,software developer,entry level,2,"['coding', 'programming', 'git', 'agile']","wichita, ks3",nan,
software engineer,senior software engineer,associate,4,"['agile', 'java', 'sql', 'scrum', 'json', 'server', 'database', 'microsoft']",united states1,nan,
machine learning engineer,ai machine learning engineer,mid-senior level,3,"['artificial intelligence', 'machine learning']","plymouth meeting, pa39",nan,
software engineer,software engineer,entry level,2,['ruby'],"los angeles, ca11",nan,
financial analyst,financial analyst,mid-senior level,9,"['powerpoint', 'word', 'database', 'outlook', 'excel']","california, united states12",nan,
software engineer,software engineer,mid-senior level,6,"['java', 'css', 'html', 'javascript']","riverside county, ca",staffing & recruiting,"1,001-5,000 employees"
software engineer,software engineer,entry level,3,"['nodejs', 'redis', 'postgresql', 'amazon web services', 'backend', 'frontend', 'node.js', 'sql', 'saas', 'mongodb', 'slack', 'database', 'docker', 'python', 'postgresql']","los angeles, ca12",nan,
software engineer,senior software engineer,mid-senior level,6,"['amazon web services', 'artificial intelligence', 'sql', 'node.js', 'javascript', 'apache http server', 'machine learning', 'cloud computing', 'backend', 'vuejs', 'postgresql']","san francisco, ca",nan,
software engineer,software engineer,entry level,2,"['database', 'sql']","minneapolis, mn18",nan,
software development engineer,senior software development engineer,mid-senior level,2,"['asp.net', 'sql', 'saas', 'python', 'java', 'visual basic', 'server', 'cloud computing', 'powershell', 'redis', 'microsoft azure', 'git', 'javascript', 'backend', 'docker', 'coding', 'agile', 'database', 'devops', 'backend']",united states4,nan,
software engineer,"senior software engineer (c++, graphics",associate,3,"['coding', 'backend', 'programming', 'c++']","columbia, md2",nan,
software engineer,software engineer,mid-senior level,5,"['microsoft azure', 'jira software', 'agile', 'java', 'datadog', 'sql', 'jquery', 'javascript', 'saas', 'cloud computing', 'database', 'mongodb']",united states,nan,
data engineer,senior data engineer,mid-senior level,1,"['mysql', 'amazon web services', 'sql', 'bash', 'machine learning', 'python', 'r', 'java', 'server', 'cloud computing', 'amazon redshift', 'microsoft azure', 'programming', 'spark', 'scala', 'datalake', 'oracle', 'linux', 'mlops']","ohio, united states2",nan,
data scientist,data scientist,mid-senior level,8,"['machine learning', 'sql', 'python']",united states5,nan,
software engineer,software engineer,associate,4,"['xml', 'asp.net', 'sql', 'javascript', 'html', 'server', 'programming', 'jquery', 'coding', 'microsoft', 'ajax']","plano, tx16",nan,
product analyst,senior product analyst,mid-senior level,6,"['looker', 'sql', 'tableau', 'coding', 'python', 'r']","san francisco, ca12",nan,
product manager,"growth product manager, site integrations",mid-senior level,6,['agile'],"chicago, il",nan,
software engineer,senior mobile and front-end software engineer,associate,5,"['postgresql', 'artificial intelligence', 'backend', 'frontend', 'coding', 'ios', 'html', 'css', 'mongodb', 'python', 'graphql']","charleston, south carolina metropolitan area",nan,
data engineer,oracle data engineer,associate,5,"['warehousing', 'datalake', 'postgresql', 'oracle', 'powerbi', 'pl/sql', 'tableau', 'cloud computing', 'snowflake', 'amazon redshift']",united states4,nan,
software engineer,"senior software engineer, search",associate,2,"['amazon web services', 'linux', 'spark', 'cloud computing', 'backend', 'backend', 'python']","los angeles, ca",nan,
developer,mulesoft developer,mid-senior level,6,"['xml', 'oracle', 'jse/jee', 'iot', 'microsoft', 'ibm']","new york, ny1",nan,
data scientist,data scientist,entry level,2,"['amazon web services', 'nlp', 'linux', 'ios', 'machine learning', 'machine learning', 'python']","new york, ny61",nan,
software engineer,senior software engineer*,mid-senior level,4,"['devops', 'git', 'java', 'amazon web services', 'javascript', 'programming', 'cloud computing', 'docker', 'python', 'ci-cd']","atlanta, ga1",nan,
data analyst,data analyst intern,internship,0,"['powerbi', 'sql', 'cognos', 'tableau', 'python']","costa mesa, ca80",nan,
data engineer,senior azure data engineer,mid-senior level,5,"['powerbi', 'microsoft azure', 'pyspark', 'ssis', 'amazon web services', 'artificial intelligence', 'css', 'sql', 'node.js', 'javascript', 'cloud computing', 'database', 'python', 'vuejs', 'etl']","chicago, il6",nan,
data architect,senior data modeler/ data architect-with healthcare experience,mid-senior level,4,"['etl', 'sql', 'datalake', 'ibm']","burlington, vt1",nan,
software engineer,"staff software engineer, backend",mid-senior level,5,[],"madison, wi",financial services,"1,001-5,000 employees"
machine learning engineer,senior machine learning engineer,associate,3,"['java', 'amazon web services', 'kotlin', 'machine learning', 'machine learning', 'cloud computing', 'python', 'r']","pittsburgh, pa",nan,
data analyst,"data analyst, web analytics",mid-senior level,6,"['sql', 'powerpoint']","miami, fl11",nan,
quality engineer,"staff/seniorstaff sdet, core quality engineering",mid-senior level,8,"['jira software', 'java', 'sql', 'go', 'saas', 'linux', 'mongodb', 'programming', 'cloud computing', 'database', 'docker', 'python', 'no-sql']","boulder, co",nan,
data analyst,senior data analyst,associate,3,"['looker', 'warehousing', 'jira software', 'agile', 'apache airflow', 'sql', 'saas', 'machine learning', 'tableau', 'snowflake', 'python', 'r', 'etl']","los angeles, ca3",nan,
developer,swift developer,mid-senior level,10,[],"elk grove, ca",nan,
software engineer,"senior software engineer, business technology",associate,2,"['java', 'javascript']",united states,nan,
developer,swift developer,mid-senior level,6,[],"newport news, va",nan,
software engineer,"software engineer, backend",mid-senior level,7,[],"raleigh, nc1",nan,
operations analyst,senior sales operations analyst,associate,2,"['powerpoint', 'postgresql', 'saas', 'spreadsheet', 'tableau', 'microsoft', 'excel']",united states15,nan,
software developer,software developer,mid-senior level,6,"['devops', 'microsoft azure', 'git', 'agile', 'css', 'asp.net', 'sql', 'go', 'javascript', 'saas', 'html', 'cloud computing', 'coding']","pittsburgh, pa19",nan,
ux researcher,senior ux researcher,mid-senior level,6,[],united states2,nan,
software engineer,senior software engineer,associate,4,"['java', 'amazon web services', 'sql', 'programming', 'cloud computing', 'database']","massachusetts, united states2",nan,
sales engineer,"software sales engineer, remote position",entry level,0,"['iot', 'database', 'r']","austin, tx1",nan,
developer,mulesoft developer,mid-senior level,4,"['xml', 'oracle', 'jse/jee', 'iot', 'microsoft', 'ibm']","birmingham, al",nan,
ux researcher,senior ux researcher,mid-senior level,5,['go'],"california, united states5",nan,
developer,swift developer,mid-senior level,4,[],"inglewood, ca",nan,
product manager,associate product manager/business analyst,entry level,2,"['saas', 'go', 'agile']",united states75,nan,
software development engineer,senior software development engineer,associate,3,"['java', 'node.js', 'c++', 'programming', 'ruby', 'postgresql']","fresno, ca",nan,
data scientist,data scientist,mid-senior level,6,[],"irving, tx",nan,
data engineer,data engineer,associate,4,"['machine learning', 'sql', 'python', 'etl']",united states21,nan,
operations manager,operations manager,associate,3,[],"terre haute, in1",nan,
solutions engineer,"solutions engineer, customer data scientist",entry level,2,"['postgresql', 'mysql', 'microsoft azure', 'amazon web services', 'sql', 'snowflake', 'cloud computing', 'amazon redshift', 'python', 'r', 'etl']","miami, fl",computer software,51-200 employees
software engineer,software engineer,mid-senior level,3,"['agile', 'amazon web services', 'sql', 'server', 'cloud computing', 'devops', 'python']","orlando, fl",nan,
data scientist,data scientist,mid-senior level,5,[],"fort wayne, in",nan,
software engineer,senior software engineer,mid-senior level,7,"['microsoft azure', 'java', 'css', 'javascript', 'scrum', 'apache http server', 'html', 'server', 'programming', 'cloud computing']","arizona, united states",nan,
data scientist,data scientist,mid-senior level,5,[],"honolulu, hi",nan,
software engineer,senior software engineer,associate,4,"['php', 'frontend', 'go', 'c++', 'coding', 'cloud computing', 'backend']","atlanta, ga6",nan,
software engineer,software engineer,entry level,1,"['bitbucket', 'jira software', 'scala', 'agile', 'java', 'backend', 'frontend', 'javascript', 'scrum', 'programming', 'spark', 'cloud computing', 'database', 'docker', 'postgresql']","raleigh, nc9",nan,
data analyst,data analyst lead,associate,4,"['macros', 'powerpoint', 'vba', 'oracle', 'sql', 'server', 'sharepoint', 'microsoft', 'outlook', 'excel']","dallas, tx1",nan,
data scientist,senior director of data scientist,mid-senior level,4,"['artificial intelligence', 'mysql', 'python', 'machine learning']","tulare, ca4",nan,
data scientist,principal data scientist,entry level,0,"['keras', 'tensorflow', 'pytorch', 'microsoft azure', 'artificial intelligence', 'pandas', 'sql', 'numpy', 'machine learning', 'programming', 'spark', 'cloud computing', 'scikit-learn', 'python', 'r', 'mxnet']","eden prairie, mn2",nan,
data analyst,data analyst,entry level,1,"['pandas', 'sql', 'saas', 'machine learning', 'programming', 'excel', 'python', 'r']",united states11,nan,
ux researcher,senior ux researcher,associate,3,"['microsoft azure', 'amazon web services', 'css', 'javascript', 'html', 'cloud computing', 'microsoft']","phoenix, az4",nan,
software engineer,software engineer,mid-senior level,6,"['java', 'go', 'c++', 'programming', 'microsoft']",united states6,nan,
developer,lead camunda/activiti bpm developer,mid-senior level,7,"['microsoft azure', 'agile', 'java', 'amazon web services', 'sql', 'server', 'programming', 'cloud computing', 'devops', 'google cloud platform']","charleston, wv",nan,
software engineer,lead software engineer,associate,1,"['microsoft azure', 'agile', 'java', 'backend', 'amazon web services', 'cloud computing', 'database', 'devops', 'backend', 'google cloud platform', 'ci-cd', 'no-sql']","riverwoods, il",financial services,"10,001+ employees"
financial analyst,senior financial analyst,mid-senior level,4,"['sql', 'excel', 'tableau']",united states,education management,"1,001-5,000 employees"
